Timestamp(ms),Current(uA),D0-D7
912,1014.067,10000000
913,1014.585,10000000
914,1015.942,10000000
915,1006.876,10000000
916,1042.934,10000000
917,1023.000,10000000
918,1013.835,10000000
919,1017.091,10000000
920,1011.307,10000000
921,1005.467,10000000
922,1016.088,10000000
923,1009.885,10000000
924,1013.246,10000000
925,1014.164,10000000
926,1008.247,10000000
927,1012.769,10000000
928,1034.612,10000000
929,1025.371,10000000
930,1016.469,10000000
931,1010.308,10000000
932,1020.361,10000000
933,1012.515,10000000
934,1017.601,10000000
935,1013.024,10000000
936,1009.046,10000000
937,1019.795,10000000
938,1013.722,10000000
939,1015.392,10000000
940,1016.902,10000000
941,1026.731,10000000
942,1012.270,10000000
943,1021.311,10000000
944,1009.552,10000000
945,1012.443,10000000
946,1018.560,10000000
947,1011.560,10000000
948,1017.151,10000000
949,1015.798,10000000
950,1006.820,10000000
951,1016.588,10000000
952,1010.824,10000000
953,1034.224,10000000
954,1023.721,10000000
955,1010.859,10000000
956,1018.421,10000000
957,1013.176,10000000
958,1008.607,10000000
959,1017.028,10000000
960,1014.117,10000000
961,1006.733,10000000
962,1016.644,10000000
963,1014.500,10000000
964,1003.702,10000000
965,1037.804,10000000
966,1019.629,10000000
967,1016.016,10000000
968,1015.682,10000000
969,1013.020,10000000
970,1016.543,10000000
971,1016.369,10000000
972,1009.786,10000000
973,1018.959,10000000
974,1014.875,10000000
975,1009.219,10000000
976,1015.968,10000000
977,1039.734,10000000
978,1023.388,10000000
979,1018.253,10000000
980,1012.203,10000000
981,1015.437,10000000
982,1013.255,10000000
983,1011.400,10000000
984,1009.944,10000000
985,1013.832,10000000
986,1006.678,10000000
987,1015.433,10000000
988,1012.714,10000000
989,1015.183,10000000
990,1027.640,10000000
991,1013.581,10000000
992,1020.031,10000000
993,1014.412,10000000
994,1017.078,10000000
995,1014.905,10000000
996,1010.116,10000000
997,1017.338,10000000
998,1013.318,10000000
999,1010.434,10000000
1000,1013.631,10000000
1001,1006.036,10000000
1002,1034.377,10000000
1003,1016.784,10000000
1004,1009.145,10000000
1005,1016.588,10000000
1006,1007.988,10000000
1007,1015.186,10000000
1008,1009.217,10000000
1009,1008.682,10000000
1010,1014.594,10000000
1011,1008.069,10000000
1012,1014.502,10000000
1013,1013.847,10000000
1014,1030.581,10000000
1015,1025.657,10000000
1016,1015.154,10000000
1017,1017.575,10000000
1018,1014.677,10000000
1019,1011.286,10000000
1020,1017.323,10000000
1021,1007.146,10000000
1022,1017.297,10000000
1023,1016.110,10000000
1024,1009.365,10000000
1025,1012.089,10000000
1026,1037.260,10000000
1027,1017.025,10000000
1028,1016.943,10000000
1029,1011.687,10000000
1030,1013.410,10000000
1031,1014.106,10000000
1032,1011.143,10000000
1033,1014.134,10000000
1034,1013.307,10000000
1035,1011.862,10000000
1036,1018.464,10000000
1037,1013.488,10000000
1038,1009.379,10000000
1039,1027.371,10000000
1040,1016.333,10000000
1041,1016.622,10000000
1042,1015.985,10000000
1043,1007.022,10000000
1044,1006.141,10000000
1045,1013.460,10000000
1046,1004.980,10000000
1047,1013.050,10000000
1048,1008.302,10000000
1049,1013.667,10000000
1050,1011.896,10000000
1051,1021.963,10000000
1052,1020.311,10000000
1053,1013.855,10000000
1054,1018.496,10000000
1055,1013.427,10000000
1056,1010.365,10000000
1057,1015.673,10000000
1058,1012.458,10000000
1059,1013.721,10000000
1060,1014.078,10000000
1061,1009.095,10000000
1062,1016.632,10000000
1063,1034.312,10000000
1064,1013.881,10000000
1065,1011.928,10000000
1066,1012.802,10000000
1067,1004.247,10000000
1068,1014.952,10000000
1069,1012.332,10000000
1070,1013.882,10000000
1071,1014.542,10000000
1072,1009.283,10000000
1073,1016.490,10000000
1074,1014.543,10000000
1075,1033.322,10000000
1076,1022.827,10000000
1077,1017.804,10000000
1078,1008.488,10000000
1079,1017.183,10000000
1080,1009.640,10000000
1081,1014.841,10000000
1082,1016.726,10000000
1083,1010.730,10000000
1084,1003.681,10000000
1085,1015.082,10000000
1086,1009.584,10000000
1087,1022.424,10000000
1088,1022.940,10000000
1089,1018.773,10000000
1090,1016.077,10000000
1091,1006.551,10000000
1092,1014.883,10000000
1093,1010.944,10000000
1094,1010.786,10000000
1095,1015.126,10000000
1096,1007.600,10000000
1097,1015.557,10000000
1098,1013.703,10000000
1099,1005.484,10000000
1100,1033.987,10000000
1101,1022.838,10000000
1102,1016.747,10000000
1103,1013.836,10000000
1104,1009.860,10000000
1105,1005.670,10000000
1106,1015.029,10000000
1107,1010.288,10000000
1108,1010.948,10000000
1109,1013.952,10000000
1110,1012.118,10000000
1111,1016.500,10000000
1112,1032.660,10000000
1113,1024.322,10000000
1114,1017.741,10000000
1115,1009.277,10000000
1116,1017.136,10000000
1117,1010.265,10000000
1118,1016.888,10000000
1119,1013.018,10000000
1120,1015.367,10000000
1121,1013.845,10000000
1122,1004.917,10000000
1123,1014.429,10000000
1124,1037.740,10000000
1125,1016.460,10000000
1126,1021.565,10000000
1127,1013.124,10000000
1128,1007.823,10000000
1129,1010.994,10000000
1130,1011.778,10000000
1131,1010.249,10000000
1132,1013.326,10000000
1133,1010.873,10000000
1134,1013.772,10000000
1135,1015.408,10000000
1136,1027.928,10000000
1137,1026.615,10000000
1138,1017.986,10000000
1139,1011.216,10000000
1140,1015.713,10000000
1141,1010.574,10000000
1142,1008.611,10000000
1143,1015.597,10000000
1144,1012.087,10000000
1145,1007.160,10000000
1146,1016.265,10000000
1147,1008.241,10000000
1148,1010.175,10000000
1149,1027.271,10000000
1150,1011.389,10000000
1151,1015.847,10000000
1152,1013.221,10000000
1153,1009.942,10000000
1154,1013.005,10000000
1155,1009.394,10000000
1156,1011.965,10000000
1157,1016.815,10000000
1158,1010.224,10000000
1159,1014.919,10000000
1160,1016.226,10000000
1161,1030.690,10000000
1162,1021.829,10000000
1163,1015.145,10000000
1164,1008.490,10000000
1165,1015.997,10000000
1166,1016.555,10000000
1167,1007.905,10000000
1168,1008.871,10000000
1169,1011.822,10000000
1170,1005.090,10000000
1171,1010.827,10000000
1172,1009.729,10000000
1173,1038.134,10000000
1174,1021.489,10000000
1175,1010.688,10000000
1176,2058.977,10000000
1177,2716.522,10000000
1178,2990.734,10000000
1179,3103.258,10000000
1180,3117.853,10000000
1181,3125.518,10000000
1182,1948.180,10000000
1183,1356.806,10000000
1184,1134.233,10000000
1185,1090.567,10000000
1186,1039.324,10000000
1187,1016.692,10000000
1188,1017.251,10000000
1189,1011.041,10000000
1190,1002.228,10000000
1191,1012.650,10000000
1192,1008.914,10000000
1193,1010.025,10000000
1194,1010.536,10000000
1195,1004.648,10000000
1196,1013.924,10000000
1197,1010.725,10000000
1198,1017.251,10000000
1199,1018.011,10000000
1200,1009.274,10000000
1201,1013.246,10000000
1202,1011.679,10000000
1203,1004.156,10000000
1204,1012.990,10000000
1205,1009.270,10000000
1206,1004.250,10000000
1207,1014.778,10000000
1208,1007.708,10000000
1209,1003.000,10000000
1210,1030.069,10000000
1211,1012.702,10000000
1212,1012.380,10000000
1213,1013.022,10000000
1214,1010.366,10000000
1215,1012.981,10000000
