Timestamp(ms),Current(uA),D0-D7
708,3143.426,00000000
709,3089.110,00000000
710,3057.945,00000000
711,3068.671,00000000
712,3104.193,00000000
713,3054.564,00000000
714,3097.428,00000000
715,3050.284,00000000
716,3028.126,00000000
717,3023.261,00000000
718,3018.937,00000000
719,3132.041,00000000
720,3100.621,00000000
721,3082.951,00000000
722,3084.135,00000000
723,3046.690,00000000
724,3069.250,00000000
725,3161.133,00000000
726,3070.653,00000000
727,3054.984,00000000
728,3061.438,00000000
729,3078.644,00000000
730,3047.726,00000000
731,3124.810,00000000
732,3102.177,00000000
733,3053.161,00000000
734,3057.850,00000000
735,3070.140,00000000
736,3175.121,00000000
737,3097.954,00000000
738,3071.657,00000000
739,3076.342,00000000
740,3058.477,00000000
741,3056.186,00000000
742,3162.758,00000000
743,3077.816,00000000
744,3066.303,00000000
745,3073.635,00000000
746,3085.138,00000000
747,3088.879,00000000
748,3137.720,00000000
749,3103.375,00000000
750,3049.800,00000000
751,3054.115,00000000
752,3066.260,00000000
753,3159.127,00000000
754,3093.085,00000000
755,3078.649,00000000
756,3086.963,00000000
757,3050.455,00000000
758,3058.025,00000000
759,3152.158,00000000
760,3108.761,00000000
761,3073.113,00000000
762,3064.617,00000000
763,3080.551,00000000
764,3121.588,00000000
765,3113.235,00000000
766,3100.648,00000000
767,3048.036,00000000
768,3055.395,00000000
769,3066.460,00000000
770,3177.641,00000000
771,3082.533,00000000
772,3093.761,00000000
773,3087.496,00000000
774,3040.653,00000000
775,3048.792,00000000
776,3151.391,00000000
777,3070.489,00000000
778,3059.675,00000000
779,3067.460,00000000
780,3080.880,00000000
781,3051.152,00000000
782,3139.516,00000000
783,3075.494,00000000
784,3074.500,00000000
785,3068.717,00000000
786,3077.574,00000000
787,3052.359,00000000
788,3119.724,00000000
789,3095.729,00000000
790,3050.098,00000000
791,3054.660,00000000
792,3072.619,00000000
793,3154.018,00000000
794,3099.913,00000000
795,3083.345,00000000
796,3066.107,00000000
797,3055.492,00000000
798,3067.388,00000000
799,3155.129,00000000
800,3106.468,00000000
801,3088.563,00000000
802,3088.865,00000000
803,3050.788,00000000
804,3061.465,00000000
805,3173.298,00000000
806,3081.411,00000000
807,3068.677,00000000
808,3104.384,00000000
809,3047.523,00000000
810,3052.131,00000000
811,3172.222,00000000
812,3083.360,00000000
813,3068.968,00000000
814,3084.653,00000000
815,3046.400,00000000
816,3057.177,00000000
817,3153.430,00000000
818,3069.966,00000000
819,3058.284,00000000
820,3109.331,00000000
821,3085.466,00000000
822,3045.478,00000000
823,3126.765,00000000
824,3097.025,00000000
825,3050.240,00000000
826,3064.095,00000000
827,3080.760,00000000
828,3067.512,00000000
829,3089.089,00000000
830,3047.241,00000000
831,3028.459,00000000
832,3055.104,00000000
833,3030.538,00000000
834,3155.712,00000000
835,3073.592,00000000
836,3064.296,00000000
837,3075.837,00000000
838,3037.241,00000000
839,3048.065,00000000
840,3150.084,00000000
841,3088.710,00000000
842,3057.184,00000000
843,3057.028,00000000
844,3097.923,00000000
845,3109.031,00000000
846,3111.533,00000000
847,3096.793,00000000
848,3048.660,00000000
849,3053.922,00000000
850,3063.194,00000000
851,3169.352,00000000
852,3080.218,00000000
853,3068.048,00000000
854,3075.242,00000000
855,3033.092,00000000
856,3064.226,00000000
857,3154.675,00000000
858,3079.397,00000000
859,3061.059,00000000
860,3067.505,00000000
861,3085.279,00000000
862,3121.698,00000000
863,3111.449,00000000
864,3090.632,00000000
865,3041.995,00000000
866,3047.628,00000000
867,3063.794,00000000
868,3181.555,00000000
869,3097.138,00000000
870,3074.815,00000000
871,3080.567,00000000
872,3051.126,00000000
873,3046.810,00000000
874,3139.222,00000000
875,3087.950,00000000
876,3050.072,00000000
877,3051.723,00000000
878,3067.543,00000000
879,3152.182,00000000
880,3107.831,00000000
881,3111.297,00000000
882,3066.649,00000000
883,3052.961,00000000
884,3060.472,00000000
885,3175.781,00000000
886,3076.341,00000000
887,3066.955,00000000
888,3079.454,00000000
889,3044.258,00000000
890,3049.095,00000000
891,3142.055,00000000
892,3076.209,00000000
893,3072.757,00000000
894,3071.661,00000000
895,3087.323,00000000
896,3049.073,00000000
897,3129.382,00000000
898,3100.414,00000000
899,3051.640,00000000
900,3061.692,00000000
901,3082.445,00000000
902,3094.403,00000000
903,3111.255,00000000
904,3099.188,00000000
905,3061.899,00000000
906,3057.377,00000000
907,3071.794,00000000
