1779607166.569565484,18
1779607166.680662249,30
1779607166.794347932,42
1779607166.909081502,58
1779607167.023068945,62
1779607167.170093280,36
1779607167.306721501,25
1779607167.439959227,29
1779607167.559389085,29
1779607167.681667532,28
1779607167.811823625,25
1779607167.947841164,16
1779607168.069663173,16
1779607168.252164012,16
1779607168.444267771,16
1779607168.960152668,18
1779607169.247319836,18
1779607169.638207741,19
1779607169.782547143,20
1779607169.906377242,21
1779607170.036843871,21
1779607170.154025207,22
1779607170.284509243,22
1779607170.407204020,23
1779607170.539518088,24
1779607170.657154922,24
1779607170.777955351,25
1779607170.892537045,25
1779607171.116006285,26
1779607171.273480398,26
1779607171.470580987,27
1779607171.663012451,27
1779607171.790762332,28
1779607171.911952830,28
1779607172.039614964,29
1779607172.155255762,29
1779607172.274057346,30
1779607172.422512393,30
1779607172.553019832,31
1779607172.686561888,31
1779607172.821328002,31
1779607172.969587146,32
1779607173.095276863,32
1779607173.247872187,33
1779607173.372287602,33
1779607173.505655957,34
1779607173.621648578,34
1779607173.748650819,34
1779607173.875081318,35
1779607173.995135158,35
1779607174.108363370,35
1779607174.230122912,36
1779607174.337668992,36
1779607174.447443684,37
1779607174.571046160,37
1779607174.692015134,37
1779607174.823504363,30
1779607174.959872171,21
1779607175.099098870,18
1779607175.239262101,18
1779607175.363793499,19
1779607175.482460782,20
1779607175.598430130,20
1779607175.735330188,21
1779607175.859007957,22
1779607175.978865360,22
1779607176.121615736,23
1779607176.275238697,24
1779607176.406640433,24
1779607176.528343499,25
1779607176.653769846,26
1779607176.785796005,26
1779607176.906376727,27
1779607177.024305594,27
1779607177.147666461,28
1779607177.284263638,28
1779607177.410387406,29
1779607177.560609402,29
1779607177.715743825,30
1779607177.871157677,30
1779607178.008370631,31
1779607178.143580537,31
1779607178.278829249,32
1779607178.412157559,32
1779607178.537614994,33
1779607178.674267890,33
1779607178.859199523,34
1779607178.977455017,34
1779607179.098880132,34
1779607179.221948701,35
1779607179.337858320,28
1779607179.479770937,21
1779607179.601399980,17
1779607179.722557073,17
1779607179.844220211,18
1779607179.978247717,19
1779607180.095608266,20
1779607180.227327879,20
1779607180.351018353,21
1779607180.476137345,22
1779607180.599822275,22
1779607180.727370995,23
1779607180.878867837,23
1779607181.014792300,24
1779607181.142090041,24
1779607181.271249692,25
1779607181.422875998,26
1779607181.546706257,26
1779607181.665639767,27
1779607181.816668500,27
1779607181.937094380,28
1779607182.052530574,28
1779607182.182052030,29
1779607182.307661990,29
1779607182.430445687,30
1779607182.566495041,30
1779607182.698928913,31
1779607182.824011950,31
1779607182.965651810,32
1779607183.083519369,23
1779607183.209233894,16
1779607183.334330301,16
1779607183.458294004,17
1779607183.602719224,18
1779607183.733624362,18
1779607183.850593030,19
1779607184.004612842,20
1779607184.134340202,21
