1779606959.893839,1
1779606959.995566,10
1779606960.099209,17
1779606960.218476,25
1779606960.335436,31
1779606960.452698,39
1779606960.571777,48
1779606960.677696,55
1779606960.804664,64
1779606960.945903,77
1779606961.047909,80
1779606961.159089,89
1779606961.277424,95
1779606961.419077,99
1779606961.545290,100
1779606961.673447,100
1779606961.795755,100
1779606961.903736,99
1779606962.011734,100
1779606962.139431,99
1779606962.254199,100
1779606962.365084,99
1779606962.470758,100
1779606962.594458,100
1779606962.715610,99
1779606962.822738,100
1779606962.953584,98
1779606963.067179,100
1779606963.177480,99
1779606963.304024,99
1779606963.424314,99
1779606963.533076,99
1779606963.654055,98
1779606963.771342,99
1779606963.880966,99
1779606963.992925,99
1779606964.100175,98
1779606964.205246,99
1779606964.314802,99
1779606964.419827,100
1779606964.526642,100
1779606964.638410,100
1779606964.809099,100
1779606964.934052,99
1779606965.064920,98
1779606965.200368,97
1779606965.333403,97
1779606965.496785,98
1779606965.619764,99
1779606965.739093,99
1779606965.866830,99
1779606965.972982,97
1779606966.083781,97
1779606966.192726,98
1779606966.307358,98
1779606966.432181,98
1779606966.544859,98
1779606966.661104,99
1779606966.799198,100
1779606966.936817,99
1779606967.048749,97
1779606967.167178,99
1779606967.293703,99
1779606967.443228,99
1779606967.566811,99
1779606967.697382,99
1779606967.803058,99
1779606967.906939,99
1779606968.022535,97
1779606968.135855,92
1779606968.258787,85
1779606968.377529,80
1779606968.502235,79
1779606968.608246,80
1779606968.745463,80
1779606968.856884,79
1779606968.975841,80
1779606969.080350,80
1779606969.209029,79
1779606969.313687,81
1779606969.420709,80
1779606969.533816,80
1779606969.654891,79
1779606969.787453,80
1779606969.914369,78
1779606970.057118,74
1779606970.177582,71
1779606970.314336,69
1779606970.444611,66
1779606970.566184,68
1779606970.684093,68
1779606970.792077,66
1779606970.910750,65
1779606971.025903,64
1779606971.136783,64
1779606971.267777,62
1779606971.380378,64
1779606971.497770,64
1779606971.628775,65
1779606971.768366,65
1779606971.908149,61
1779606972.023141,63
1779606972.164721,61
1779606972.282963,63
1779606972.411919,64
1779606972.527969,60
1779606972.687392,60
1779606972.811012,60
1779606972.926739,58
1779606973.050053,57
1779606973.163093,59
1779606973.273385,59
1779606973.387337,57
1779606973.504287,58
1779606973.614766,59
1779606973.726506,58
1779606973.842894,58
1779606973.958420,58
1779606974.063953,57
1779606974.173174,57
1779606974.316759,57
1779606974.456385,57
1779606974.581088,57
1779606974.708062,56
1779606974.839604,57
1779606974.950904,57
1779606975.122284,59
1779606975.259481,59
1779606975.400334,57
1779606975.540123,59
1779606975.683273,59
1779606975.799111,59
1779606975.905940,58
1779606976.020652,60
1779606976.131686,59
1779606976.249866,60
1779606976.382747,58
1779606976.490704,59
1779606976.610817,59
1779606976.723205,59
1779606976.835171,60
1779606976.952091,59
1779606977.069035,59
1779606977.179368,59
1779606977.288354,60
1779606977.419261,59
1779606977.532887,60
1779606977.655832,62
1779606977.787102,60
1779606977.916333,61
1779606978.044901,60
1779606978.159085,62
1779606978.281203,61
1779606978.399931,60
1779606978.511611,65
1779606978.657253,63
1779606978.839078,63
1779606978.951241,64
1779606979.078597,64
1779606979.226195,63
1779606979.342160,61
1779606979.446940,62
1779606979.565390,63
1779606979.668824,64
1779606979.796538,63
1779606979.916858,63
1779606980.045475,64
1779606980.176947,63
1779606980.301955,65
1779606980.443079,64
1779606980.588701,64
1779606980.709238,64
1779606980.886211,66
1779606981.015666,65
1779606981.135051,65
1779606981.257721,64
1779606981.384963,63
1779606981.504997,64
1779606981.633764,63
1779606981.794451,65
1779606981.920581,65
1779606982.077517,66
1779606982.197009,67
1779606982.334615,66
1779606982.458446,67
1779606982.594726,66
1779606982.713990,67
1779606982.831969,67
1779606982.954836,67
1779606983.068807,68
1779606983.171829,65
1779606983.273268,65
1779606983.391337,65
1779606983.511345,63
1779606983.620131,64
1779606983.757212,64
1779606983.872672,63
1779606983.992133,64
1779606984.105718,64
1779606984.225068,65
1779606984.357020,64
1779606984.493166,63
1779606984.610855,63
1779606984.737914,64
1779606984.853920,64
1779606984.980658,64
1779606985.097215,64
1779606985.231044,65
1779606985.338924,65
1779606985.475441,65
1779606985.604589,62
1779606985.770576,64
1779606985.890273,65
1779606986.005548,65
1779606986.115875,64
1779606986.223475,64
1779606986.346665,63
1779606986.456443,65
1779606986.584349,64
1779606986.689343,63
1779606986.820266,63
1779606986.936078,64
1779606987.056722,65
1779606987.173405,65
1779606987.322701,67
1779606987.440687,66
1779606987.554109,68
