Timestamp(ms),Current(uA),D0-D7
6013,840.917,00000000
6014,840.789,00000000
6015,840.227,00000000
6016,841.541,00000000
6017,841.855,00000000
6018,862.511,00000000
6019,847.780,00000000
6020,843.208,00000000
6021,843.910,00000000
6022,842.032,00000000
6023,1344.896,00000000
6024,1666.378,00000000
6025,1459.941,00000000
6026,3002.370,00000000
6027,3613.410,00000000
6028,2292.235,00000000
6029,1377.036,00000000
6030,1062.819,00000000
6031,921.319,00000000
6032,872.404,00000000
6033,853.448,00000000
6034,842.845,00000000
6035,844.512,00000000
6036,839.107,00000000
6037,841.359,00000000
6038,840.631,00000000
6039,837.694,00000000
6040,838.713,00000000
6041,843.105,00000000
6042,868.995,00000000
6043,1324.652,00000000
6044,1304.343,00000000
6045,1012.602,00000000
6046,907.991,00000000
6047,865.226,00000000
6048,853.012,00000000
6049,841.441,00000000
6050,845.845,00000000
6051,842.168,00000000
6052,838.446,00000000
6053,840.247,00000000
6054,856.483,00000000
6055,852.213,00000000
6056,846.804,00000000
6057,844.232,00000000
6058,843.963,00000000
6059,839.667,00000000
6060,839.282,00000000
6061,842.732,00000000
6062,839.820,00000000
6063,1673.651,00000000
6064,2363.102,00000000
6065,3139.569,00000000
6066,1799.279,00000000
6067,1209.750,00000000
6068,977.952,00000000
6069,892.084,00000000
6070,858.773,00000000
6071,849.978,00000000
6072,843.129,00000000
6073,844.577,00000000
6074,842.775,00000000
6075,843.780,00000000
6076,843.368,00000000
6077,841.452,00000000
6078,841.894,00000000
6079,860.874,00000000
6080,851.444,00000000
6081,845.298,00000000
6082,839.874,00000000
6083,1353.429,00000000
6084,1280.666,00000000
6085,1002.381,00000000
6086,901.561,00000000
6087,865.900,00000000
6088,849.160,00000000
6089,845.212,00000000
6090,842.112,00000000
6091,866.078,00000000
6092,850.095,00000000
6093,840.960,00000000
6094,845.281,00000000
6095,840.106,00000000
6096,842.614,00000000
6097,840.200,00000000
6098,841.253,00000000
6099,840.917,00000000
6100,840.166,00000000
6101,844.181,00000000
6102,1238.277,00000000
6103,1629.718,00000000
6104,2945.969,00000000
6105,2391.081,00000000
6106,1412.299,00000000
6107,1055.823,00000000
6108,920.813,00000000
6109,869.931,00000000
6110,848.610,00000000
6111,842.633,00000000
6112,842.255,00000000
6113,842.163,00000000
6114,839.996,00000000
6115,867.890,00000000
6116,850.394,00000000
6117,844.268,00000000
6118,843.159,00000000
6119,842.454,00000000
6120,842.293,00000000
