t_start_ms,t_end_ms,duration_ms,peak_ua,mean_ua,energy_total_uj,energy_marginal_uj,type
10583.0,10585.0,3,1427.854,1231.7736666666667,11.085963,3.512859,inference
10602.0,10608.0,7,3467.205,2123.6407142857142,44.596455,26.925878999999995,inference
10623.0,10625.0,3,1416.287,1222.0826666666667,10.998744,3.4256399999999996,inference
10639.0,10646.0,8,4446.878,2193.891625,52.65339900000001,32.458455,inference
10663.0,10665.0,3,1395.353,1216.7176666666667,10.950459,3.3773550000000006,inference
10675.0,10680.0,6,3002.105,1879.7333333333333,33.8352,18.688992,inference
10683.0,10685.0,3,1445.479,1235.4936666666665,11.119443,3.5463389999999997,inference
10703.0,10705.0,3,1437.855,1227.1616666666666,11.044454999999997,3.4713509999999994,inference
10713.0,10719.0,7,3534.641,2003.2841428571428,42.068967,24.398391,inference
10723.0,10725.0,3,1407.454,1219.0466666666669,10.971420000000002,3.398316,inference
10743.0,10749.0,7,3358.217,1938.6362857142856,40.711362,23.040785999999997,inference
10763.0,10764.0,2,1393.503,1319.2305000000001,7.915383000000001,2.866647,inference
10781.0,10787.0,7,3651.514,1904.7438571428572,39.999621,22.329044999999994,inference
10803.0,10805.0,3,1431.614,1230.9683333333335,11.078715,3.5056109999999996,inference
10812.0,10817.0,6,2657.124,1588.3008333333335,28.589415000000002,13.443207000000003,inference
10823.0,10824.0,2,1393.464,1318.719,7.912314,2.8635779999999995,inference
10843.0,10845.0,3,1416.895,1216.9906666666668,10.952916000000002,3.3798119999999994,inference
10849.0,10853.0,5,2977.628,1797.6552,26.964828,14.342987999999998,inference
10863.0,10865.0,3,1436.5,1229.1406666666667,11.062266,3.4891619999999994,inference
10883.0,10885.0,3,1398.459,1212.6053333333332,10.913448,3.3403439999999995,inference
10888.0,10893.0,6,3139.654,1866.1906666666666,33.591432000000005,18.445224000000003,inference
10903.0,10904.0,2,1430.398,1336.6055000000001,8.019633,2.970897,inference
10923.0,10930.0,8,2682.533,1594.2779999999998,38.262671999999995,18.067728,inference
10943.0,10945.0,3,1402.638,1216.408,10.947671999999999,3.3745679999999996,inference
10956.0,10960.0,5,3088.718,1859.7758000000001,27.896637000000002,15.274797,inference
10963.0,10965.0,3,1461.695,1239.1893333333335,11.152704000000002,3.5795999999999997,inference
10983.0,10985.0,3,1450.039,1229.47,11.065230000000001,3.492126,inference
10994.0,10999.0,6,3188.88,1858.9071666666669,33.46032900000001,18.314121,inference
11003.0,11005.0,3,1414.465,1221.2516666666666,10.991265,3.418160999999999,inference
11023.0,11025.0,3,1428.827,1230.2683333333334,11.072415000000001,3.4993109999999996,inference
11030.0,11035.0,6,3019.489,1879.6976666666667,33.834558,18.68835,inference
11043.0,11045.0,3,1392.704,1216.116,10.945044,3.37194,inference
11063.0,11071.0,9,2809.427,1483.1622222222222,40.04538,17.326068,inference
11083.0,11096.0,14,3420.666,2822.9270714285713,118.562937,83.22178500000001,inference
11101.0,11106.0,6,3698.445,2087.2826666666665,37.571088,22.42488,inference
11123.0,11125.0,3,1365.128,1215.5896666666667,10.940307,3.3672029999999995,inference
11133.0,11138.0,6,2648.754,1595.0006666666666,28.710011999999995,13.563804000000001,inference
11143.0,11145.0,3,1439.653,1235.887,11.122983,3.5498790000000002,inference
11163.0,11172.0,10,2628.913,1418.9184,42.567552000000006,17.323872,inference
11183.0,11185.0,3,1431.392,1231.165,11.080485000000001,3.507381,inference
11199.0,11205.0,7,2575.752,1679.5197142857141,35.269914,17.599338,inference
11223.0,11225.0,3,1411.298,1225.059,11.025530999999999,3.4524269999999992,inference
11230.0,11236.0,7,3332.836,1946.464857142857,40.875761999999995,23.205185999999998,inference
11243.0,11245.0,3,1451.866,1240.2373333333335,11.162136000000002,3.5890320000000004,inference
11263.0,11272.0,10,3333.896,1619.4543999999999,48.583632,23.339951999999997,inference
11283.0,11285.0,3,1413.288,1225.348,11.028132,3.455028,inference
11303.0,11311.0,9,3394.201,1826.0365555555557,49.30298700000001,26.583675000000003,inference
11323.0,11325.0,3,1396.257,1220.2253333333333,10.982028,3.408924,inference
11341.0,11346.0,6,3446.943,2050.145,36.90261,21.756402,inference
11363.0,11365.0,3,1440.125,1290.09,11.610809999999999,4.037706,inference
11380.0,11386.0,7,3111.352,1706.3192857142858,35.832705000000004,18.162128999999997,inference
11403.0,11405.0,3,1430.961,1230.0033333333333,11.070030000000001,3.4969259999999998,inference
11412.0,11417.0,6,3209.936,1883.8506666666665,33.909312,18.763103999999995,inference
11423.0,11425.0,3,1449.555,1234.4283333333333,11.109855,3.5367509999999998,inference
11442.0,11447.0,6,2974.569,1837.2158333333334,33.069885,17.923677,inference
11463.0,11465.0,3,1442.19,1236.073666666667,11.124663,3.551559,inference
11477.0,11485.0,9,2521.568,1518.2134444444443,40.99176299999999,18.272450999999997,inference
11503.0,11505.0,3,1416.586,1225.9976666666666,11.033979,3.460875,inference
11517.0,11525.0,9,2960.741,1517.9726666666668,40.985262000000006,18.265949999999997,inference
11543.0,11545.0,3,1345.391,1210.7986666666668,10.897188000000002,3.324084000000001,inference
11553.0,11558.0,6,3240.569,1879.374,33.828732,18.682523999999997,inference
11563.0,11565.0,3,1423.389,1227.4869999999999,11.047383,3.4742789999999997,inference
11583.0,11585.0,3,1438.761,1246.3273333333334,11.216946,3.6438420000000002,inference
11590.0,11595.0,6,3004.865,1879.6451666666665,33.833613,18.687405,inference
11603.0,11605.0,3,1402.242,1226.8366666666666,11.04153,3.4684259999999996,inference
11623.0,11630.0,8,2972.627,1782.494625,42.779871,22.584926999999997,inference
11643.0,11645.0,3,1442.234,1242.9233333333334,11.186309999999999,3.6132060000000004,inference
11658.0,11665.0,8,3360.146,2006.5407500000001,48.156978,27.962034,inference
11683.0,11685.0,3,1434.495,1236.748,11.130732,3.557628,inference
11694.0,11699.0,6,2974.27,1897.7105,34.158789,19.012580999999997,inference
11703.0,11705.0,3,1457.388,1240.1809999999998,11.161629,3.5885249999999993,inference
11723.0,11724.0,2,1416.523,1330.52,7.98312,2.934384,inference
11731.0,11749.0,19,8346.013,4179.685421052633,238.24206900000004,190.27907700000003,ble
11759.0,11770.0,12,8337.523,5831.228999999999,209.924244,179.63182799999998,ble
11779.0,11789.0,11,8377.385,5855.667181818182,193.23701700000004,165.46896900000002,ble
11799.0,11810.0,12,8735.758,6045.6002499999995,217.641609,187.349193,ble
11819.0,11829.0,11,8362.444,5835.744454545455,192.579567,164.811519,ble
11839.0,11849.0,11,10060.928,6275.904909090909,207.104862,179.336814,ble
11859.0,11869.0,11,8400.991,5832.868545454546,192.48466200000001,164.716614,ble
11879.0,11889.0,11,9328.905,6226.2849090909085,205.46740199999996,177.699354,ble
11899.0,11909.0,11,8389.624,5824.050090909091,192.19365299999998,164.425605,ble
11916.0,11929.0,14,8448.065,5084.27107142857,213.53938499999995,178.19823300000002,ble
11939.0,11949.0,11,8316.337,5838.005818181818,192.654192,164.88614399999997,ble
11954.0,11959.0,6,3152.514,1891.6260000000002,34.049268000000005,18.903059999999996,inference
11963.0,11965.0,3,1448.118,1240.5,11.1645,3.5913959999999996,inference
11983.0,11991.0,9,2722.445,1512.4022222222222,40.83486,18.115548,inference
12003.0,12005.0,3,1422.014,1231.222,11.080998,3.5078939999999994,inference
12023.0,12032.0,10,3341.999,1607.0825,48.212475000000005,22.968795,inference
12043.0,12045.0,3,1409.887,1229.2713333333334,11.063441999999998,3.490338,inference
12062.0,12067.0,6,3315.447,1851.8968333333332,33.334143,18.187935,inference
12083.0,12084.0,2,1484.256,1362.0685,8.172411,3.1236750000000004,inference
12094.0,12105.0,12,2912.207,1516.0635,54.57828599999999,24.285869999999996,inference
12123.0,12125.0,3,1435.213,1228.892,11.060028000000003,3.486924,inference
12129.0,12134.0,6,3122.472,1870.1686666666667,33.663036,18.516828,inference
12143.0,12145.0,3,1457.775,1248.1450000000002,11.233305,3.6602010000000003,inference
12162.0,12167.0,6,3286.746,1913.4721666666667,34.442499000000005,19.296290999999997,inference
12183.0,12185.0,3,1442.809,1232.14,11.089260000000001,3.516156,inference
12198.0,12205.0,8,2942.062,1798.132625,43.155183,22.960238999999998,inference
12223.0,12225.0,3,1421.13,1225.3516666666667,11.028165000000001,3.4550610000000006,inference
12233.0,12238.0,6,2543.235,1620.9035000000001,29.176263,14.030054999999999,inference
12243.0,12245.0,3,1451.869,1236.5466666666669,11.128920000000003,3.555816,inference
12263.0,12269.0,7,2919.204,1780.8237142857142,37.397298,19.726722,inference
12283.0,12285.0,3,1429.048,1227.2733333333333,11.045460000000002,3.472356,inference
12303.0,12309.0,7,3401.641,1934.2001428571427,40.618203,22.947627,inference
12323.0,12325.0,3,1413.059,1225.248,11.027232,3.454128,inference
12341.0,12346.0,6,3530.131,1792.3554999999997,32.262398999999995,17.116191,inference
12363.0,12365.0,3,1463.974,1274.5786666666668,11.471208,3.898104,inference
12375.0,12380.0,6,2593.434,1612.6858333333337,29.028345000000005,13.882137000000002,inference
12383.0,12384.0,2,1380.683,1296.784,7.780704000000001,2.7319679999999997,inference
12403.0,12404.0,2,1446.067,1320.56,7.92336,2.8746240000000003,inference
12414.0,12418.0,5,2945.862,1790.6366000000003,26.859549000000005,14.237708999999999,inference
12423.0,12424.0,2,1467.02,1332.147,7.992882,2.944146,inference
12443.0,12451.0,9,3110.236,1667.5389999999998,45.023553,22.304240999999998,inference
12463.0,12464.0,2,1453.879,1326.208,7.957248000000001,2.908512,inference
12480.0,12485.0,6,2929.789,1830.9019999999998,32.956236,17.810028,inference
12503.0,12504.0,2,1439.51,1319.7285,7.918371,2.8696349999999993,inference
12511.0,12517.0,7,3132.46,1745.8432857142855,36.662709,18.992133000000003,inference
12523.0,12524.0,2,1467.942,1333.179,7.999074000000001,2.950338,inference
12543.0,12544.0,2,1424.907,1313.465,7.880789999999999,2.8320539999999994,inference
12547.0,12552.0,6,3349.313,1900.0098333333335,34.200177000000004,19.053969,inference
12563.0,12564.0,2,1443.252,1320.176,7.921056,2.8723199999999998,inference
12580.0,12585.0,6,3344.01,2079.6151666666665,37.433073,22.286865,inference
12603.0,12604.0,2,1421.729,1333.775,8.002650000000001,2.9539139999999997,inference
12618.0,12625.0,8,2844.117,1673.0457500000002,40.15309800000001,19.958154000000004,inference
12643.0,12645.0,3,1462.442,1239.2906666666665,11.153616,3.5805119999999997,inference
12654.0,12659.0,6,2772.572,1663.5975,29.944755000000004,14.798547000000001,inference
12663.0,12664.0,2,1431.708,1341.5500000000002,8.0493,3.0005640000000002,inference
12683.0,12685.0,3,1452.321,1229.0976666666668,11.061879000000001,3.488774999999999,inference
12690.0,12696.0,7,3385.338,1936.2908571428572,40.662108,22.991532,inference
12703.0,12705.0,3,1472.443,1238.1139999999998,11.143025999999999,3.569921999999999,inference
12722.0,12728.0,7,3313.802,1978.091142857143,41.539914,23.869338,inference
12743.0,12744.0,2,1456.869,1345.9555,8.075733,3.0269969999999993,inference
12761.0,12767.0,7,3815.764,2133.337285714286,44.800083,27.129507000000007,inference
12783.0,12784.0,2,1439.447,1337.2575,8.023545,2.974808999999999,inference
12801.0,12807.0,7,3901.311,2162.7575714285713,45.417909,27.747333000000005,inference
12823.0,12824.0,2,1428.956,1334.745,8.008469999999999,2.959734,inference
12832.0,12837.0,6,2914.732,1858.2575,33.448635,18.302426999999998,inference
12843.0,12844.0,2,1446.068,1341.7005,8.050203,3.0014670000000003,inference
12863.0,12864.0,2,1485.361,1361.5035,8.169021,3.120285,inference
12869.0,12874.0,6,2640.742,1633.4105,29.401388999999998,14.255181,inference
12883.0,12884.0,2,1430.754,1332.818,7.9969079999999995,2.9481719999999996,inference
12901.0,12906.0,6,3691.647,2103.835666666667,37.869042,22.722834,inference
12923.0,12924.0,2,1474.938,1350.1750000000002,8.10105,3.0523140000000004,inference
12935.0,12945.0,11,3583.896,1694.4861818181819,55.91804400000001,28.14999600000001,inference
12963.0,12964.0,2,1459.969,1352.4465,8.114679,3.0659430000000003,inference
12974.0,12979.0,6,3362.668,1904.4773333333333,34.280592,19.134383999999997,inference
12983.0,12985.0,3,1482.652,1243.519,11.191671000000001,3.618567,inference
13003.0,13012.0,10,3315.368,1591.4290999999998,47.742873,22.499192999999995,inference
13023.0,13024.0,2,1468.956,1354.8739999999998,8.129243999999998,3.0805079999999996,inference
13043.0,13051.0,9,3026.146,1671.1223333333332,45.120303,22.400990999999998,inference
13063.0,13064.0,2,1449.104,1346.989,8.081934,3.0331980000000005,inference
13080.0,13085.0,6,2950.938,1859.4279999999999,33.469704,18.323496,inference
13103.0,13105.0,3,1430.149,1228.4096666666667,11.055687000000002,3.4825829999999995,inference
13112.0,13118.0,7,3580.652,1958.615714285714,41.13092999999999,23.460353999999995,inference
13123.0,13124.0,2,1452.07,1339.364,8.036184,2.9874479999999997,inference
13139.0,13151.0,13,8818.43,5679.910692307694,221.51651700000005,188.699733,ble
13159.0,13176.0,18,9925.901,5360.833555555556,289.485012,244.04638799999998,ble
13179.0,13190.0,12,10745.367,6065.118416666667,218.344263,188.05184699999998,ble
13199.0,13210.0,12,8338.021,5459.788166666666,196.55237400000001,166.25995799999998,ble
13214.0,13230.0,17,8382.458,4417.733941176471,225.304431,182.39017500000003,ble
13239.0,13253.0,15,8378.214,4948.2789999999995,222.672555,184.807035,ble
13259.0,13270.0,12,8356.067,5453.158083333333,196.31369099999998,166.021275,ble
13279.0,13291.0,13,8373.583,5586.0688461538475,217.85668500000006,185.03990100000001,ble
13299.0,13310.0,12,8385.403,5453.127666666666,196.31259599999998,166.02017999999995,ble
13317.0,13330.0,14,8392.911,5134.898714285715,215.66574600000004,180.32459400000002,ble
13339.0,13352.0,14,8325.483,5269.688357142858,221.32691100000005,185.985759,ble
13363.0,13365.0,3,1486.228,1299.2806666666668,11.693526,4.1204220000000005,inference
13383.0,13392.0,10,3146.592,1583.0814000000003,47.49244200000001,22.248761999999996,inference
13403.0,13405.0,3,1457.696,1234.8513333333333,11.113662,3.540557999999999,inference
13419.0,13425.0,7,2973.147,1720.328142857143,36.126891,18.456315000000004,inference
13443.0,13445.0,3,1444.472,1231.8636666666666,11.086772999999999,3.513669,inference
13455.0,13465.0,11,3391.057,1698.2866363636365,56.043459000000006,28.275411,inference
13483.0,13485.0,3,1483.432,1251.678,11.265102,3.691998,inference
13488.0,13493.0,6,3351.887,1896.6655,34.139979,18.993771000000002,inference
13503.0,13504.0,2,1444.212,1349.7024999999999,8.098215,3.049479,inference
13523.0,13532.0,10,2948.816,1544.0560999999998,46.32168299999999,21.078003,inference
13543.0,13545.0,3,1434.328,1235.0576666666666,11.115519,3.5424149999999996,inference
13559.0,13565.0,7,3296.47,1998.5808571428568,41.97019799999999,24.299621999999996,inference
13583.0,13585.0,3,1479.606,1245.1239999999998,11.206115999999998,3.633012,inference
13597.0,13605.0,9,3634.446,1943.3237777777779,52.469742,29.75043,inference
13623.0,13625.0,3,1456.251,1238.5200000000002,11.14668,3.573576,inference
13633.0,13639.0,7,3571.83,1991.0981428571429,41.813061000000005,24.142485,inference
13643.0,13645.0,3,1495.344,1252.3336666666667,11.271003,3.6978990000000005,inference
13663.0,13665.0,3,1441.42,1236.7043333333334,11.130339,3.557235,inference
13672.0,13677.0,6,2548.875,1616.5036666666665,29.097065999999998,13.950858,inference
13683.0,13685.0,3,1460.245,1240.4893333333332,11.164404,3.5913,inference
13703.0,13705.0,3,1492.37,1253.0696666666665,11.277627,3.7045229999999996,inference
13709.0,13714.0,6,2540.813,1639.064,29.503152000000004,14.356944,inference
13723.0,13725.0,3,1444.537,1235.94,11.123460000000001,3.5503560000000007,inference
13742.0,13747.0,6,3274.279,1863.9040000000002,33.55027200000001,18.404063999999998,inference
13763.0,13765.0,3,1435.774,1240.0873333333332,11.160786,3.5876819999999996,inference
13781.0,13787.0,7,3950.183,2178.4031428571425,45.74646599999999,28.07589,inference
13803.0,13805.0,3,1478.233,1240.922,11.168298,3.595194,inference
13820.0,13825.0,6,2832.708,1795.703166666667,32.32265700000001,17.176449,inference
13843.0,13845.0,3,1458.513,1234.3943333333334,11.109549,3.5364449999999996,inference
13852.0,13857.0,6,3083.577,1724.8174999999999,31.046714999999995,15.900507000000001,inference
13863.0,13865.0,3,1485.593,1242.3206666666667,11.180886000000003,3.6077820000000003,inference
13883.0,13892.0,10,3071.373,1585.8939,47.576817000000005,22.333137,inference
13903.0,13905.0,3,1466.644,1235.4136666666666,11.118723000000001,3.5456190000000003,inference
13923.0,13928.0,6,2766.054,1822.988833333333,32.813799,17.667590999999998,inference
13943.0,13945.0,3,1445.676,1234.9736666666665,11.114763,3.5416589999999997,inference
13954.0,13960.0,7,3313.67,1953.659142857143,41.026842,23.356266,inference
13963.0,13965.0,3,1486.623,1249.5653333333332,11.246088,3.672984,inference
13983.0,13985.0,3,1488.273,1251.9936666666665,11.267942999999999,3.6948389999999995,inference
13993.0,13997.0,5,2760.255,1765.2416,26.478624000000003,13.856784,inference
14003.0,14005.0,3,1455.574,1239.4103333333333,11.154693,3.581589,inference
14023.0,14025.0,3,1480.769,1245.6803333333335,11.211123,3.6380189999999994,inference
14032.0,14037.0,6,3135.372,1908.4505000000001,34.352109000000006,19.205900999999997,inference
14043.0,14045.0,3,1440.259,1241.4246666666668,11.172822,3.5997179999999998,inference
14063.0,14069.0,7,3196.172,1938.015,40.698315,23.027739,inference
14083.0,14085.0,3,1480.945,1242.4270000000001,11.181843,3.608739,inference
14094.0,14100.0,7,3227.489,1760.5124285714287,36.97076100000001,19.300185,inference
14103.0,14105.0,3,1450.346,1235.3483333333331,11.118134999999999,3.545031,inference
14123.0,14132.0,10,3022.569,1596.5666999999999,47.897000999999996,22.653321,inference
14143.0,14145.0,3,1499.24,1247.1803333333335,11.224623,3.651519000000001,inference
14159.0,14165.0,7,2555.25,1677.8802857142857,35.235486,17.564909999999998,inference
14174.0,14176.0,3,1418.627,1168.0026666666665,10.512024,2.93892,inference
14183.0,14185.0,3,1416.026,1230.5766666666668,11.075190000000003,3.5020860000000003,inference
14194.0,14199.0,6,2709.039,1662.6578333333334,29.927841,14.781633000000001,inference
14203.0,14205.0,3,1465.596,1242.72,11.18448,3.611376,inference
14223.0,14225.0,3,1454.398,1232.5686666666666,11.093117999999999,3.5200139999999993,inference
14231.0,14236.0,6,2570.416,1638.035,29.484630000000006,14.338422000000001,inference
14243.0,14244.0,2,1480.051,1364.4299999999998,8.18658,3.137844,inference
14263.0,14265.0,3,1440.943,1239.9413333333332,11.159471999999997,3.5863680000000007,inference
14268.0,14273.0,6,3067.858,1845.5318333333332,33.219573,18.073365,inference
14283.0,14285.0,3,1463.912,1237.4616666666666,11.137155,3.5640510000000005,inference
14303.0,14309.0,7,3001.126,1926.011142857143,40.446234000000004,22.775658,inference
14323.0,14325.0,3,1446.126,1225.4233333333334,11.028810000000002,3.455706,inference
14339.0,14345.0,7,3092.105,1934.6604285714286,40.627869,22.957293,inference
14363.0,14365.0,3,1497.664,1253.0800000000002,11.277720000000002,3.7046159999999997,inference
14374.0,14378.0,5,2975.309,1795.8949999999998,26.938424999999995,14.316585,inference
14383.0,14384.0,2,1403.583,1304.5015,7.827009,2.778273,inference
14403.0,14409.0,7,2826.178,1658.2067142857145,34.82234100000001,17.151765,inference
14423.0,14424.0,2,1508.16,1348.169,8.089014,3.0402780000000003,inference
14435.0,14440.0,6,3218.669,1863.2853333333333,33.539136,18.392928,inference
14443.0,14444.0,2,1476.42,1334.7915,8.008749,2.960013,inference
14463.0,14464.0,2,1484.576,1335.817,8.014902000000001,2.9661660000000003,inference
14469.0,14473.0,5,3002.956,1799.8203999999998,26.997306,14.375466000000001,inference
14483.0,14484.0,2,1533.512,1365.8225,8.194935,3.1461989999999997,inference
14503.0,14510.0,8,3093.561,1765.027,42.360648000000005,22.165703999999998,inference
14523.0,14524.0,2,1494.385,1327.183,7.9630980000000005,2.914362,inference
14535.0,14550.0,16,8311.294,4681.2393125,224.699487,184.30959900000002,ble
14559.0,14571.0,13,8358.352,5435.053846153846,211.9671,179.15031600000003,ble
14579.0,14590.0,12,8362.735,5401.537,194.455332,164.16291599999997,ble
14599.0,14612.0,14,8331.647,5330.417285714286,223.87752600000002,188.53637400000002,ble
14619.0,14630.0,12,8375.03,5416.236916666667,194.984529,164.69211299999998,ble
14639.0,14650.0,12,9787.8,5778.936916666667,208.041729,177.749313,ble
14659.0,14670.0,12,8334.512,5406.066916666667,194.61840899999999,164.325993,ble
14679.0,14690.0,12,10861.49,6026.252416666666,216.945087,186.652671,ble
14699.0,14710.0,12,8392.153,5407.010333333334,194.652372,164.35995600000004,ble
14719.0,14730.0,12,8807.569,5760.741333333334,207.38668800000002,177.09427199999996,ble
14739.0,14757.0,19,8348.148,4178.724210526316,238.18728,190.224288,ble
14763.0,14765.0,3,1481.988,1238.6779999999999,11.148102,3.5749979999999995,inference
14783.0,14791.0,9,3373.202,1831.6987777777779,49.455867,26.736555,inference
14803.0,14804.0,2,1493.898,1358.318,8.149908,3.1011719999999996,inference
14820.0,14826.0,7,3879.79,1898.0468571428569,39.858984,22.188408000000003,inference
14843.0,14844.0,2,1480.312,1353.7089999999998,8.122254,3.0735179999999995,inference
14852.0,14857.0,6,3378.758,1898.3911666666665,34.171040999999995,19.024832999999997,inference
14863.0,14864.0,2,1501.221,1362.243,8.173458,3.124722,inference
14883.0,14891.0,9,2611.276,1513.290888888889,40.858854,18.139542,inference
14903.0,14904.0,2,1479.342,1352.564,8.115384,3.0666480000000003,inference
14923.0,14930.0,8,2953.994,1594.705,38.27292,18.077976000000003,inference
14943.0,14944.0,2,1466.159,1352.2245,8.113347,3.0646109999999998,inference
14963.0,14970.0,8,3361.876,1807.730875,43.385540999999996,23.190596999999997,inference
14983.0,14984.0,2,1516.427,1376.4805000000001,8.258883000000003,3.210147,inference
14999.0,15000.0,2,1134.846,1121.6644999999999,6.7299869999999995,1.6812509999999998,inference
